w1,w2,b,cost
0.0,0.0,0.0,
-12.583671792773213,8.60326963585472,2.600000000000001,38.720459402722845
-9.91336169385267,7.712040437444952,4.799999999999999,38.53010507526788
-11.457133740074509,8.125696339509423,7.29999999999999,40.64303974437269
-9.77250324956434,7.64547846052379,9.499999999999982,38.18987318518146
-7.722409222913156,8.730567115973003,11.899999999999974,40.972233266660155
-13.35828653102768,9.386426847432643,14.099999999999966,35.328989410908214
-7.414243584488277,8.46739757460848,16.19999999999996,39.65252818208366
-10.246502142910849,7.974648884937424,18.29999999999999,34.6602055825984
-9.393684166209827,7.642852847330104,20.40000000000002,37.21267438578327
-8.687676826193552,8.898844817912861,22.300000000000047,35.00901129079917
-9.909165418745078,8.437045715478675,24.900000000000084,37.54710831653628
-9.214987318390962,8.341096756318894,27.200000000000117,39.60920083197546
-9.602509683038704,8.179577053627197,29.60000000000015,39.29969549913201
-8.57166384864455,8.751286436422918,31.60000000000018,35.332444627104515
-8.237403075987176,8.918932102633718,33.90000000000021,37.213898671327726
-9.459651579454235,8.559922776053632,36.40000000000025,37.829037524074074
-9.664185114369769,9.996074049210048,38.20000000000027,32.271903119464355
-9.294828744440187,8.574472932364513,40.60000000000031,38.30295995965607
-9.573238163717445,10.004102623332535,42.40000000000033,32.028634577223286
-8.455643592289947,9.012111867836165,44.40000000000036,35.65511862915661
-7.051966543337459,9.12482926346682,46.40000000000039,38.047244094174495
-9.136687493742839,8.431110972032513,48.70000000000042,37.190277425091544
-5.060634505572393,7.469572240120079,50.80000000000045,36.14447872406999
-9.426356020890966,10.219516260838686,52.80000000000048,34.337320846285344
-8.374596066355762,9.130974120499395,54.80000000000051,34.954142895448705
-9.602109493990564,10.37082508030507,56.90000000000054,34.21579941070494
-9.951868121361434,10.682373259928692,58.700000000000564,33.30265621718036
-5.343164499081348,8.601350978400717,60.60000000000059,36.92854245769077
-8.889411853191827,8.88525185684919,62.70000000000062,35.66950801940641
-6.842816689864819,8.91956584037218,64.40000000000062,30.94130781009175
-9.077567041455353,10.230521643450443,66.4000000000005,33.23593625764287
-9.116708135807627,9.172384063878184,68.2000000000004,33.42290240472489
-3.5107218946456187,6.3243129367898065,70.0000000000003,33.205369537626716
-8.408246915087567,9.574002781973173,71.60000000000021,30.456580217784932
-9.011291832623051,10.201302185932207,73.4000000000001,32.67308885235958
-7.076240386673078,8.227173786329448,75.3,33.97277048790638
-7.4840976648933495,9.371428596967935,76.9999999999999,32.502363270290644
-7.706485927004944,9.703492876020938,78.6999999999998,32.17733992963915
-7.181441918779944,9.023502549125274,80.5999999999997,32.90990729456246
-7.909519305417938,9.03792392861002,82.49999999999959,33.86859969361782
-6.837358036797924,9.929546634115178,84.19999999999949,31.87340237164864
-6.409008305231284,10.018618670593884,85.99999999999939,32.18409979991542
-5.868460595002655,9.093827282230782,87.79999999999929,32.397782371481036
-6.716838550326972,10.222492800541904,89.59999999999918,32.2338706936405
-6.269418370221718,9.669153590632671,91.29999999999909,30.98847733414931
-5.569619372408804,9.754145674405708,92.99999999999899,30.504801978642043
-6.513029050950383,9.683675837436509,94.89999999999888,33.30404138415616
-6.1206140932652495,10.053352093817574,96.59999999999879,30.19349742804361
-5.902816668707077,8.78433314480225,98.39999999999868,31.943511972135475
-6.507493813103907,10.128284610401227,100.09999999999859,31.035030481709562
-6.4815134139503865,10.004610377038803,101.99999999999848,32.23647797807374
-8.425753763580254,9.705003292562889,103.89999999999837,31.201512200881975
-6.895586106594456,9.784214678818214,105.29999999999829,29.329858056230094
-8.493650022254094,9.80860663044506,107.19999999999818,31.85953804676975
-7.057941678532042,9.965503177952801,108.7999999999981,30.577205362568566
-4.0450961453027,9.829168132523533,110.399999999998,31.23318385269214
-6.219046858614317,10.275258457871862,112.0999999999979,30.266680841275125
-6.566939615664341,10.86379299555667,113.8999999999978,30.442966740914173
-6.925342958195008,9.96229762929687,115.49999999999771,29.8820841047339
-4.786845100585204,10.038750099996268,117.19999999999762,31.20131342902422
-7.247053945068594,10.90442449791318,118.69999999999753,28.692340280501103
-5.811383311517367,9.734014905145802,120.19999999999744,29.759230596311614
-6.504237363346181,10.319143725397332,121.39999999999738,26.089033093733676
-4.71337153778246,9.542405832492966,122.89999999999729,29.82910581698502
-4.7441260914291385,10.0844560935521,124.29999999999721,29.11310676754019
-4.699266393768024,9.59779310626883,125.79999999999713,29.363838195741323
-5.152563391692801,10.302769073234087,126.99999999999706,27.493508095603477
-5.574771555440935,9.803887304950553,128.299999999997,27.592168130991734
-6.5630664536118966,10.02108824084838,129.8999999999969,29.593909650164488
-6.520220649929861,11.107283723268743,131.19999999999683,27.49185000734877
-6.977614844112576,10.583916329824127,132.59999999999675,26.268868745652924
-6.975034947394887,10.628618838115402,133.99999999999667,27.433115318788072
-5.70919401038117,10.312686859106892,135.4999999999966,28.856393941215476
-6.938377328884851,10.70685196005668,136.9999999999965,27.572844834110036
-5.688966845732663,10.355854808984486,138.49999999999642,28.700847252267238
-6.3182427682549855,11.161750944662094,139.99999999999633,28.315422151339572
-7.211364476411102,11.202200381355784,141.29999999999626,26.882633389315686
-3.162637051918404,9.955715247164626,142.79999999999617,26.61814004260937
